"x"
"RT @paulinepark: #Democratic nominee #MaxRose scored the most stunning upset in #NYC in the #MidtermElections2018 yesterday by ousting #Dan…"
"RT @paulinepark: #Democratic nominee #MaxRose scored the most stunning upset in #NYC in the #MidtermElections2018 yesterday by ousting #Dan…"
"RT @paulinepark: #Democratic nominee #MaxRose scored the most stunning upset in #NYC in the #MidtermElections2018 yesterday by ousting #Dan…"
"@redwavemaga @JenniferJJacobs Fortunately your neighbors on Staten Island know better. No one with any decency loves Trump. #MaxRose"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"#DanDonovan the asshole republican from stane Island is OUT !
#PeterKing, #FascistEnabler Republican who ""represent… https://t.co/vweSTdZK5V"
"#DanDonovan asshole Republican congressman from Staten Island is Out !  #PeterKing, #FascistEnabler Republican who… https://t.co/0pkZVMNeNC"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"Since #MaxRose is trending, do revisit Jerry Lewis' lovely, final film, 'Max Rose' (now on Netflix): https://t.co/SpEJbQu8W6"
"@kai_wright Day1042 11/6/18First Radio HeadlineS Heard of the Day Drawing Project #Midterms2018 #DemsTakeTheHouse… https://t.co/2JVAB0d0C1"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"@TheTakeaway Day1042 11/6/18First Radio HeadlineS Heard of the Day Drawing Project #Midterms2018 #DemsTakeTheHouse… https://t.co/H5P2Kn4qbs"
"@BrianLehrer Day1042 11/6/18First Radio HeadlineS Heard of the Day Drawing Project #Midterms2018 #DemsTakeTheHouse… https://t.co/rN9ewfzYgU"
"Day1042 11/6/18First Radio HeadlineS Heard of the Day Drawing Project #Midterms2018 #DemsTakeTheHouse #GOPSenate… https://t.co/CZzZybjhGW"
"@MaxRose4NY Congratulations to #MaxRose on your upset win over #DanDonovan
#StatenIsland #StatenIslandBlueWave… https://t.co/R2m8gRYwCs"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"#Democratic nominee #MaxRose scored the most stunning upset in #NYC in the #MidtermElections2018 yesterday by ousti… https://t.co/NBvzztxZEm"
"Wow Staten Island, y’all really pulled through yesterday. #MaxRose"
"Leigh Rose 5 facts About Max Rose's Wife ((Bio, Wiki) https://t.co/dDBKkPoTnc #MaxRose"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"#DanDonovan is out !!
Important victory for the people here.
what happened with his partner in social crime, Peter… https://t.co/lLFBjIrOuN"
"Congratulations #MaxRose https://t.co/KuqBbQ2wll"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"We trust you to get the job done.  #MaxRose https://t.co/nAhFFntFra"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"Congratulations @MaxRose4NY and way to step it up, Staten Island!  Proud of my borough today. #StatenIsland #MaxRose"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"Not my district, but really proud of #MaxRose for fighting one of the best, cleanest, most honorable fights I can remember.  Love his mom."
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"@MaxRose4NY congratulations! I phone banked for you, so happy for you and your team, Hope to volunteer and help you… https://t.co/qREH7hPbS9"
"What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win… https://t.co/OWyC2tc68g"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @superstarboss1: @MaxRose4NY #Midterms #MaxRose #Democrats #Koreeactivst Congratulations Max Rose I so proud of on big Win against Racis…"
"@MaxRose4NY #Midterms #MaxRose #Democrats #Koreeactivst Congratulations Max Rose I so proud of on big Win against R… https://t.co/QXpjaSHp0i"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"Toodles to has been #MartyGolden and #DanDonovan #BlueWave2018"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @maramcewin: Congratulations Max Rose in Staten Island has FLIPPED the district BLUE 💙🗳🌊

We have 1 Republican Congressional Districts i…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"Such a sweet victory over that Trump stooge #DanDonovan. Thrilled for @MaxRose4NY Upset in Trump Red Staten Island and part of Brooklyn"
"RT @coachantonionyc: Wooohooo! We love ❤️ you #STATENISLAND #MAXROSE flipped it #bluewave  “Max Rose reached out to a lot of Republicans on…"
"RT @jennhsu: Democrat #MaxRose wins in New York's 11th congressional district (Staten Island and a bit of south Brooklyn) https://t.co/ZuYo…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @maramcewin: Congratulations Max Rose in Staten Island has FLIPPED the district BLUE 💙🗳🌊

We have 1 Republican Congressional Districts i…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @Shadz66Shadz6t6: @Cynicles Kris Kobach kicked to kerb in Kansas; #OcasioCortez in NYC; #MaxRose in Staten Island - all good Senate and…"
