"x"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"@RawStory #NY11 #maxrose https://t.co/xJGKgcQ1OT"
"Oh, I will NOT miss Dan Donovan. Not even to hate, although that's all he was good for. I'm really glad he's gone.… https://t.co/sQxpAep4Ks"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"Campanazo en #StatenIsland: en territorio republicano gana el candidato demócrata al congreso. #MaxRose https://t.co/kfgXEof90Q"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @maramcewin: Congratulations Max Rose in Staten Island has FLIPPED the district BLUE 💙🗳🌊

We have 1 Republican Congressional Districts i…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"No translation needed #maxrose https://t.co/ll2UsdEhHW"
"Dem Max Rose beats GOP’s Dan Donovan in New York House race | Congratulations to #MaxRose. #Democrats #statenisland  https://t.co/hLquuFpwnP"
"#maxrose     Satan's Island.. I mean #StatenIsland  went blue.  That right there is a miracle if nothing else goes our way tonight."
"RT @maramcewin: Congratulations Max Rose in Staten Island has FLIPPED the district BLUE 💙🗳🌊

We have 1 Republican Congressional Districts i…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"Congrats to @MaxRose4NY and all his hardworking supporters, really heartening to see a true grassroots campaign on… https://t.co/01kgTxAWFA"
"RT @pearlsandparis: If you know anything about Staten Island, then you would know what a HUGEEEEE deal a Dem winning there is. #electionday…"
"RT @seanwillgenx: Wow Staten Island voted a Democrat for Congress!
#MaxRose #StatenIsland #ElectionDay"
"Another#GoodRiddance #DanDonovan is toast! And #BobHugin too https://t.co/phRn4dMoO4"
"@TracyDeLopez And #MaxRose on #StatenIsland flipped the boro"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"Wow Staten Island voted a Democrat for Congress!
#MaxRose #StatenIsland #ElectionDay"
"RT @maramcewin: Congratulations Max Rose in Staten Island has FLIPPED the district BLUE 💙🗳🌊

We have 1 Republican Congressional Districts i…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"I cannot confirm or deny whether Max Rose is really Brett Gardner. They do share the same barber. 

#StatenIsland… https://t.co/o1t1wOoTLu"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"RT @RitaCosby: What do YOU make of this these big #Democratic wins in #NY and #NJ? #Democrats #Gillibrand &amp; #MaxRose also win #Elections201…"
"@Taniel Last I heard dude won #MaxRose"
